region_id,region_type,color,pixel_count,parent_id,local_bbox_min_x,local_bbox_min_y,local_bbox_max_x,local_bbox_max_y,local_center_x,local_center_y,local_seed_x,local_seed_y,global_bbox_min_x,global_bbox_min_y,global_bbox_max_x,global_bbox_max_y,global_center_x,global_center_y,global_seed_x,global_seed_y
DST000055,land,#78d09e,3511,AREA000055,0,0,140,48,71,25,71,25,2460,132,2600,180,2531,157,2531,157
DST000056,land,#bded79,91,AREA000056,0,0,21,14,10,7,10,7,2458,134,2479,148,2468,141,2468,141
DST000057,land,#ac1ff0,1539,AREA000057,0,0,104,42,44,23,44,23,1451,142,1555,184,1495,165,1495,165
DST000058,ocean,#3a06a1,12083,AREA000058,0,0,293,188,139,107,139,107,2988,142,3281,330,3127,249,3127,249
DST000059,lake,#1b436c,64,AREA000059,0,0,19,10,9,5,9,5,911,146,930,156,920,151,920,151
DST000060,land,#78e27d,426,AREA000060,0,0,42,18,21,9,21,9,1592,149,1634,167,1613,158,1613,158
DST000061,ocean,#0b279e,50,AREA000062,0,0,24,10,12,5,12,5,140,176,164,186,152,181,152,181
DST000062,ocean,#0f3aa3,148,AREA000063,0,0,30,12,14,6,14,6,1502,187,1532,199,1516,193,1516,193
DST000063,lake,#12339b,569,AREA000064,0,0,62,26,32,15,32,15,990,194,1052,220,1022,209,1022,209
DST000064,ocean,#2a4c77,81,AREA000065,0,0,15,12,7,6,7,6,1559,196,1574,208,1566,202,1566,202
DST000065,lake,#200d82,530,AREA000066,0,0,44,28,22,13,22,13,3286,207,3330,235,3308,220,3308,220
DST000066,ocean,#1a3883,82,AREA000067,0,0,22,8,12,4,12,4,199,228,221,236,211,232,211,232
DST000067,land,#778a53,146,AREA000068,0,0,30,20,15,9,15,9,633,235,663,255,648,244,648,244
DST000068,land,#8bf1b5,182,AREA000069,0,0,28,29,15,15,15,15,675,238,703,267,690,253,690,253
DST000069,land,#c2890d,130,AREA000070,0,0,25,33,13,18,13,18,696,239,721,272,709,257,709,257
DST000070,land,#ecdd6e,68003,AREA000011,970,28,1273,394,1116,252,1114,244,4216,28,4519,394,4362,252,4360,244
DST000071,land,#29938d,54171,AREA000011,1244,128,1561,403,1404,280,1422,276,4490,128,4807,403,4650,280,4668,276
DST000072,land,#506064,55486,AREA000011,1119,0,1471,246,1296,98,1307,100,4365,0,4717,246,4542,98,4553,100
DST000073,land,#704233,51733,AREA000011,1461,17,1751,254,1612,137,1623,132,4707,17,4997,254,4858,137,4869,132
DST000074,land,#bb5592,53871,AREA000011,1744,33,2024,266,1879,145,1872,153,4990,33,5270,266,5125,145,5118,153
DST000075,land,#d11714,55916,AREA000011,684,115,984,404,836,267,836,271,3930,115,4230,404,4082,267,4082,271
DST000076,land,#aef6f9,56785,AREA000011,2006,61,2385,374,2173,171,2171,168,5252,61,5631,374,5419,171,5417,168
DST000077,land,#c0f5d0,39636,AREA000011,1535,230,1784,504,1664,350,1667,359,4781,230,5030,504,4910,350,4913,359
DST000078,land,#d77673,80476,AREA000011,374,27,725,382,549,205,564,198,3620,27,3971,382,3795,205,3810,198
DST000079,land,#59ead4,111957,AREA000011,0,79,424,528,221,274,232,274,3246,79,3670,528,3467,274,3478,274
DST000080,land,#602357,53284,AREA000011,716,0,1118,225,934,92,926,91,3962,0,4364,225,4180,92,4172,91
DST000081,land,#475a1e,1283,AREA000071,0,0,69,32,36,14,36,14,3184,240,3253,272,3220,254,3220,254
DST000082,land,#0c78ef,63,AREA000072,0,0,20,10,10,5,10,5,663,250,683,260,673,255,673,255
DST000083,land,#945ead,5851,AREA000073,0,0,118,136,51,77,51,77,2725,251,2843,387,2776,328,2776,328
DST000084,land,#c9e990,1939,AREA000074,0,0,112,36,61,18,61,18,3145,265,3257,301,3206,283,3206,283
DST000085,land,#4175b0,316,AREA000075,0,0,62,54,31,24,31,24,718,266,780,320,749,290,749,290
DST000086,land,#85fb11,56,AREA000076,0,0,14,9,8,5,8,5,2966,271,2980,280,2974,276,2974,276
DST000087,ocean,#1027af,51,AREA000077,0,0,15,24,9,10,9,10,692,267,707,291,701,277,701,277
DST000088,land,#0023c7,566,AREA000078,0,0,42,36,18,17,18,17,2944,279,2986,315,2962,296,2962,296
DST000089,land,#67cb97,1921,AREA000079,0,0,86,39,43,17,43,17,3146,290,3232,329,3189,307,3189,307
DST000090,land,#dd86c7,6242,AREA000080,0,0,145,76,74,41,74,41,3180,294,3325,370,3254,335,3254,335
DST000091,ocean,#181468,65,AREA000081,0,0,23,26,11,13,11,13,726,288,749,314,737,301,737,301
DST000092,ocean,#22128a,99,AREA000082,0,0,32,15,15,6,15,6,269,297,301,312,284,303,284,303
DST000093,land,#352378,85,AREA000083,0,0,18,16,10,7,10,7,2990,298,3008,314,3000,305,3000,305
DST000094,lake,#274daa,669,AREA000084,0,0,93,67,59,37,59,37,4443,300,4536,367,4502,337,4502,337
DST000095,land,#3eb133,304,AREA000086,0,0,46,14,24,8,24,8,3126,308,3172,322,3150,316,3150,316
DST000096,land,#ad2000,322,AREA000087,0,0,38,19,19,10,19,10,2690,308,2728,327,2709,318,2709,318
DST000097,ocean,#252b94,68,AREA000088,0,0,24,9,12,4,12,4,234,312,258,321,246,316,246,316
DST000098,ocean,#3629ac,73,AREA000089,0,0,20,17,9,10,9,10,2971,305,2991,322,2980,315,2980,315
DST000099,land,#b6cf7f,10219,AREA000090,0,0,140,121,68,62,68,62,2910,311,3050,432,2978,373,2978,373
DST000100,land,#349670,9420,AREA000091,0,0,155,90,81,42,81,42,3038,315,3193,405,3119,357,3119,357
DST000101,land,#b38297,33495,AREA000085,267,0,456,230,358,108,375,110,3812,306,4001,536,3903,414,3920,416
DST000102,land,#91b8bc,18734,AREA000085,442,17,633,204,513,116,523,116,3987,323,4178,510,4058,422,4068,422
DST000103,land,#b97ebc,28075,AREA000085,0,19,273,221,157,117,170,114,3545,325,3818,527,3702,423,3715,420
DST000104,lake,#300576,433,AREA000093,0,0,37,35,17,17,17,17,1263,328,1300,363,1280,345,1280,345
DST000105,land,#4ddc7c,1643,AREA000092,0,0,66,50,33,26,33,26,2655,316,2721,366,2688,342,2688,342
DST000106,ocean,#243a80,1790,AREA000094,0,0,40,122,16,54,16,54,5034,331,5074,453,5050,385,5050,385
DST000107,land,#7fd0a2,900,AREA000096,0,0,50,42,26,18,26,18,2878,336,2928,378,2904,354,2904,354
DST000108,land,#20fed1,15948,AREA000097,0,0,281,110,142,49,142,49,3163,354,3444,464,3305,403,3305,403
DST000109,land,#d797cb,43567,AREA000098,0,0,502,163,238,82,238,82,4191,358,4693,521,4429,440,4429,440
DST000110,land,#9ba8fb,2135,AREA000099,0,0,90,63,46,40,46,40,1887,368,1977,431,1933,408,1933,408
DST000111,land,#af3960,715,AREA000100,0,0,59,30,32,13,32,13,2856,367,2915,397,2888,380,2888,380
DST000112,land,#993aea,14457,AREA000101,0,0,201,136,112,69,112,69,2742,374,2943,510,2854,443,2854,443
DST000113,land,#2c7fba,2017,AREA000102,0,0,101,37,47,19,47,19,3008,375,3109,412,3055,394,3055,394
DST000114,land,#580266,570,AREA000103,0,0,74,39,37,19,37,19,815,378,889,417,852,397,852,397
DST000115,land,#741d47,1154,AREA000105,0,0,86,28,40,13,40,13,3081,397,3167,425,3121,410,3121,410
DST000116,land,#aec7a7,125,AREA000104,0,0,35,12,17,7,17,7,1814,392,1849,404,1831,399,1831,399
DST000117,land,#1e6ab7,4661,AREA000107,0,0,202,89,112,43,112,43,1653,402,1855,491,1765,445,1765,445
DST000118,land,#d23a64,2013,AREA000108,0,0,118,39,72,21,72,21,2965,407,3083,446,3037,428,3037,428
DST000119,lake,#224474,1862,AREA000109,0,0,117,37,66,21,66,21,1375,408,1492,445,1441,429,1441,429
DST000120,land,#b29394,2345,AREA000110,0,0,102,43,49,22,49,22,3071,413,3173,456,3120,435,3120,435
DST000121,land,#ffd266,34200,AREA000095,96,69,372,293,237,181,227,182,4065,404,4341,628,4206,516,4196,517
DST000122,land,#68dd8a,31467,AREA000095,0,183,268,410,142,290,140,295,3969,518,4237,745,4111,625,4109,630
DST000123,land,#e72be2,34579,AREA000095,360,133,651,364,507,240,495,239,4329,468,4620,699,4476,575,4464,574
DST000124,land,#befef1,37158,AREA000095,240,216,493,505,378,358,371,356,4209,551,4462,840,4347,693,4340,691
DST000125,land,#92ba67,49994,AREA000095,482,243,766,520,620,380,612,384,4451,578,4735,855,4589,715,4581,719
DST000126,land,#424a45,45081,AREA000095,606,0,956,258,769,126,764,133,4575,335,4925,593,4738,461,4733,468
DST000127,land,#f2cf7e,724,AREA000111,0,0,47,45,24,19,24,19,3237,415,3284,460,3261,434,3261,434
DST000128,land,#9cf5e1,6118,AREA000112,0,0,145,72,72,38,72,38,3135,417,3280,489,3207,455,3207,455
DST000129,land,#467962,899,AREA000114,0,0,66,28,32,14,32,14,2912,426,2978,454,2944,440,2944,440
DST000130,land,#9bf235,126,AREA000113,0,0,22,20,11,11,11,11,1969,422,1991,442,1980,433,1980,433
DST000131,ocean,#331593,797,AREA000115,0,0,66,30,31,16,31,16,3361,434,3427,464,3392,450,3392,450
DST000132,ocean,#091c88,9070,AREA000116,0,0,113,164,61,83,61,83,3548,436,3661,600,3609,519,3609,519
DST000133,land,#a5bc34,5999,AREA000117,0,0,184,142,85,55,85,55,2921,437,3105,579,3006,492,3006,492
DST000134,ocean,#0e2167,101,AREA000118,0,0,17,23,9,12,9,12,1853,438,1870,461,1862,450,1862,450
DST000135,land,#adfef1,31128,AREA000106,350,0,609,188,458,84,450,78,1214,401,1473,589,1322,485,1314,479
DST000136,land,#3fdcf1,41471,AREA000106,490,40,731,378,608,209,611,202,1354,441,1595,779,1472,610,1475,603
DST000137,land,#83812e,38708,AREA000106,221,127,502,366,377,239,381,234,1085,528,1366,767,1241,640,1245,635
DST000138,land,#2bbb2c,43375,AREA000106,0,5,237,281,114,140,119,143,864,406,1101,682,978,541,983,544
DST000139,land,#84f560,29675,AREA000106,136,6,351,217,257,85,251,73,1000,407,1215,618,1121,486,1115,474
DST000140,land,#c8732d,16404,AREA000106,673,30,902,237,774,124,778,122,1537,431,1766,638,1638,525,1642,523
DST000141,land,#685019,397,AREA000119,0,0,46,26,21,13,21,13,3026,439,3072,465,3047,452,3047,452
DST000142,lake,#0a11b3,163,AREA000120,0,0,30,24,12,10,12,10,3967,441,3997,465,3979,451,3979,451
DST000143,ocean,#2c4c8c,10593,AREA000121,0,0,221,89,103,53,103,53,3248,443,3469,532,3351,496,3351,496
DST000144,land,#48e388,925,AREA000122,0,0,74,52,32,21,32,21,3041,444,3115,496,3073,465,3073,465
DST000145,land,#09c071,126,AREA000123,0,0,17,12,8,6,8,6,3800,447,3817,459,3808,453,3808,453
DST000146,land,#9b19b5,544,AREA000124,0,0,60,27,27,13,27,13,3327,450,3387,477,3354,463,3354,463
DST000147,land,#f1cc80,1798,AREA000125,0,0,63,59,30,29,30,29,3111,451,3174,510,3141,480,3141,480
DST000148,lake,#1c446e,1199,AREA000126,0,0,46,69,17,32,17,32,1440,452,1486,521,1457,484,1457,484
DST000149,lake,#151990,889,AREA000127,0,0,51,48,29,20,29,20,1492,451,1543,499,1521,471,1521,471
DST000150,lake,#374d7a,266,AREA000128,0,0,30,23,15,11,15,11,1534,453,1564,476,1549,464,1549,464
DST000151,ocean,#080aae,56701,AREA000129,0,0,652,242,347,136,347,136,2730,457,3382,699,3077,593,3077,593
DST000152,land,#c026fb,10485,AREA000130,0,0,264,129,112,58,112,58,3692,461,3956,590,3804,519,3804,519
DST000153,land,#feafc0,1705,AREA000131,0,0,86,63,43,33,43,33,5005,461,5091,524,5048,494,5048,494
DST000154,land,#c83158,1170,AREA000132,0,0,57,41,31,17,31,17,3063,465,3120,506,3094,482,3094,482
DST000155,land,#09b56f,2690,AREA000133,0,0,97,47,44,23,44,23,3166,480,3263,527,3210,503,3210,503
DST000156,lake,#1f0884,349,AREA000134,0,0,55,15,31,8,31,8,1567,481,1622,496,1598,489,1598,489
DST000157,land,#acc34b,12044,AREA000135,0,0,194,121,89,53,89,53,2671,488,2865,609,2760,541,2760,541
DST000158,land,#58127e,1488,AREA000136,0,0,103,38,54,22,54,22,3443,491,3546,529,3497,513,3497,513
DST000159,land,#b0b653,235,AREA000137,0,0,26,23,12,11,12,11,3105,492,3131,515,3117,503,3117,503
DST000160,land,#94dafc,199,AREA000138,0,0,25,19,12,9,12,9,3130,497,3155,516,3142,506,3142,506
DST000161,land,#caafd5,4381,AREA000139,0,0,156,61,69,26,69,26,3916,497,4072,558,3985,523,3985,523
DST000162,land,#6c8e12,2619,AREA000140,0,0,98,82,44,43,44,43,4763,501,4861,583,4807,544,4807,544
DST000163,lake,#372e76,430,AREA000141,0,0,61,22,28,11,28,11,1517,502,1578,524,1545,513,1545,513
DST000164,land,#52d47e,143,AREA000142,0,0,14,20,7,9,7,9,2951,504,2965,524,2958,513,2958,513
DST000165,land,#4f3863,10989,AREA000143,0,0,216,117,104,57,104,57,3642,504,3858,621,3746,561,3746,561
DST000166,land,#bad6ec,581,AREA000144,0,0,26,47,12,22,12,22,3118,507,3144,554,3130,529,3130,529
DST000167,land,#607307,539,AREA000145,0,0,38,22,18,11,18,11,3137,511,3175,533,3155,522,3155,522
DST000168,ocean,#002266,330,AREA000146,0,0,32,25,14,13,14,13,3641,512,3673,537,3655,525,3655,525
DST000169,land,#e9b256,1905,AREA000147,0,0,49,79,23,38,23,38,2668,514,2717,593,2691,552,2691,552
DST000170,land,#8f986c,429,AREA000148,0,0,46,24,20,11,20,11,3224,515,3270,539,3244,526,3244,526
DST000171,land,#7b8b62,18016,AREA000149,0,0,291,96,145,48,145,48,3225,515,3516,611,3370,563,3370,563
DST000172,land,#154385,1679,AREA000150,0,0,75,53,40,23,40,23,3522,518,3597,571,3562,541,3562,541
DST000173,land,#d79e70,1668,AREA000151,0,0,101,62,39,29,39,29,3131,520,3232,582,3170,549,3170,549
DST000174,land,#ae4f9f,476,AREA000152,0,0,24,36,13,18,13,18,2944,527,2968,563,2957,545,2957,545
DST000175,land,#243027,537,AREA000153,0,0,46,36,22,15,22,15,3498,528,3544,564,3520,543,3520,543
DST000176,land,#5825a0,4683,AREA000154,0,0,173,119,108,72,108,72,4866,529,5039,648,4974,601,4974,601
DST000177,ocean,#0247a6,156,AREA000155,0,0,36,11,18,6,18,6,3239,530,3275,541,3257,536,3257,536
DST000178,land,#b7aa11,120,AREA000156,0,0,22,16,11,8,11,8,3900,531,3922,547,3911,539,3911,539
DST000179,land,#86aa2b,2787,AREA000157,0,0,120,54,58,27,58,27,3871,544,3991,598,3929,571,3929,571
DST000180,land,#d486ad,93,AREA000158,0,0,19,10,10,5,10,5,3901,544,3920,554,3911,549,3911,549
DST000181,land,#ea65f7,36723,AREA000159,0,0,299,229,158,112,158,112,3507,551,3806,780,3665,663,3665,663
DST000182,land,#6f1732,14193,AREA000160,0,0,178,141,83,73,83,73,3764,571,3942,712,3847,644,3847,644
DST000183,land,#cf811c,1913,AREA000161,0,0,50,65,24,33,24,33,4793,570,4843,635,4817,603,4817,603
DST000184,land,#8442e9,374,AREA000163,0,0,34,27,17,12,17,12,3147,573,3181,600,3164,585,3164,585
DST000185,land,#614562,57,AREA000162,0,0,15,26,8,13,8,13,1615,569,1630,595,1623,582,1623,582
DST000186,land,#1cc46c,485,AREA000164,0,0,47,23,26,10,26,10,3011,575,3058,598,3037,585,3037,585
DST000187,land,#c54ca0,107,AREA000165,0,0,30,9,15,5,15,5,3953,587,3983,596,3968,592,3968,592
DST000188,land,#aab86a,3254,AREA000166,0,0,62,110,31,50,31,50,2934,589,2996,699,2965,639,2965,639
DST000189,land,#7b33d5,9646,AREA000167,0,0,150,129,78,67,78,67,3423,589,3573,718,3501,656,3501,656
DST000190,land,#10c562,4041,AREA000168,0,0,103,77,42,35,42,35,3376,590,3479,667,3418,625,3418,625
DST000191,land,#1ff265,50711,AREA000169,0,0,323,283,178,139,178,139,2679,593,3002,876,2857,732,2857,732
DST000192,land,#979414,18619,AREA000170,0,0,250,209,130,113,130,113,3772,591,4022,800,3902,704,3902,704
DST000193,land,#f45858,12478,AREA000171,0,0,247,227,133,95,133,95,2551,611,2798,838,2684,706,2684,706
DST000194,land,#c7509d,54,AREA000172,0,0,22,7,11,3,11,3,3197,619,3219,626,3208,622,3208,622
DST000195,land,#d342a9,119,AREA000173,0,0,24,11,12,6,12,6,3323,619,3347,630,3335,625,3335,625
DST000196,land,#473add,135,AREA000175,0,0,21,24,10,11,10,11,3367,631,3388,655,3377,642,3377,642
DST000197,land,#f54e44,290,AREA000176,0,0,36,27,18,12,18,12,4888,633,4924,660,4906,645,4906,645
DST000198,ocean,#0a2e8c,576,AREA000178,0,0,35,43,18,20,18,20,4847,642,4882,685,4865,662,4865,662
DST000199,ocean,#281c72,85,AREA000177,0,0,26,13,14,6,14,6,4867,639,4893,652,4881,645,4881,645
DST000200,land,#edfa56,1746,AREA000179,0,0,66,64,28,32,28,32,3363,652,3429,716,3391,684,3391,684
DST000201,land,#d908b0,60,AREA000180,0,0,14,12,7,7,7,7,3363,652,3377,664,3370,659,3370,659
DST000202,land,#151829,45210,AREA000174,0,0,323,265,158,159,158,168,3887,618,4210,883,4045,777,4045,786
DST000203,land,#e5d60d,16799,AREA000174,67,242,247,428,144,314,141,332,3954,860,4134,1046,4031,932,4028,950
DST000204,land,#70d408,35070,AREA000181,0,0,247,211,136,95,136,95,2962,655,3209,866,3098,750,3098,750
DST000205,land,#d1f2c1,39899,AREA000182,0,0,474,282,228,136,228,136,982,662,1456,944,1210,798,1210,798
DST000206,land,#186d6d,61,AREA000183,0,0,9,18,4,9,4,9,3363,664,3372,682,3367,673,3367,673
DST000207,land,#fbc664,227,AREA000184,0,0,17,41,8,20,8,20,3353,668,3370,709,3361,688,3361,688
DST000208,land,#765d73,40572,AREA000185,0,0,329,246,156,126,156,126,3357,669,3686,915,3513,795,3513,795
DST000209,land,#aeefdf,21136,AREA000186,0,0,188,152,81,79,81,79,3203,679,3391,831,3284,758,3284,758
DST000210,land,#da2273,2839,AREA000187,0,0,126,62,60,33,60,33,4070,698,4196,760,4130,731,4130,731
DST000211,land,#1bfdc6,253,AREA000189,0,0,27,24,15,12,15,12,3546,702,3573,726,3561,714,3561,714
DST000212,ocean,#2f3f6b,8577,AREA000190,0,0,170,264,94,141,94,141,3327,712,3497,976,3421,853,3421,853
DST000213,land,#fb4b92,5154,AREA000191,0,0,145,114,79,46,79,46,4194,714,4339,828,4273,760,4273,760
DST000214,land,#341b4b,12505,AREA000192,0,0,134,277,67,113,67,113,4259,727,4393,1004,4326,840,4326,840
DST000215,land,#c0a086,719,AREA000193,0,0,51,25,25,14,25,14,4206,730,4257,755,4231,744,4231,744
DST000216,land,#932aae,20939,AREA000194,0,0,186,195,104,109,104,109,2550,747,2736,942,2654,856,2654,856
DST000217,ocean,#2e336a,217658,AREA000008,0,468,719,1046,393,787,384,785,1284,468,2003,1046,1677,787,1668,785
DST000218,ocean,#0e397a,196013,AREA000008,807,421,1445,1014,1129,704,1102,700,2091,421,2729,1014,2413,704,2386,700
DST000219,ocean,#0f277b,192627,AREA000008,985,0,1553,564,1271,266,1306,259,2269,0,2837,564,2555,266,2590,259
DST000220,ocean,#0f4b98,211658,AREA000008,571,749,1243,1441,900,1034,879,1034,1855,749,2527,1441,2184,1034,2163,1034
DST000221,ocean,#081a8e,195022,AREA000008,436,135,1086,748,809,452,805,433,1720,135,2370,748,2093,452,2089,433
DST000222,ocean,#2f2576,334513,AREA000008,969,995,1750,1646,1377,1345,1382,1330,2253,995,3034,1646,2661,1345,2666,1330
DST000223,ocean,#2d18ad,91743,AREA000008,1402,0,1886,388,1619,129,1656,108,2686,0,3170,388,2903,129,2940,108
DST000224,ocean,#102bac,335596,AREA000008,444,1423,1159,2111,858,1850,834,1846,1728,1423,2443,2111,2142,1850,2118,1846
DST000225,ocean,#233476,371715,AREA000008,1159,1515,1883,2111,1521,1853,1484,1849,2443,1515,3167,2111,2805,1853,2768,1849
DST000226,land,#1d60c2,528,AREA000195,0,0,47,18,26,11,26,11,2632,748,2679,766,2658,759,2658,759
DST000227,land,#089c15,1943,AREA000196,0,0,66,73,29,37,29,37,4195,759,4261,832,4224,796,4224,796
DST000228,ocean,#0b19a3,52,AREA000197,0,0,11,20,6,9,6,9,3600,762,3611,782,3606,771,3606,771
DST000229,land,#90b978,154,AREA000198,0,0,12,24,6,13,6,13,3611,764,3623,788,3617,777,3617,777
DST000230,land,#e973d6,1204,AREA000199,0,0,71,50,40,31,40,31,3627,768,3698,818,3667,799,3667,799
DST000231,land,#7cef8d,919,AREA000200,0,0,43,64,24,37,24,37,2584,775,2627,839,2608,812,2608,812
DST000232,ocean,#2c3490,609,AREA000201,0,0,28,48,14,23,14,23,4696,778,4724,826,4710,801,4710,801
DST000233,land,#7ac6d9,24807,AREA000202,0,0,257,232,135,120,135,120,2625,781,2882,1013,2760,901,2760,901
DST000234,land,#2f6fae,5962,AREA000203,0,0,121,128,63,68,63,68,3631,783,3752,911,3694,851,3694,851
DST000235,land,#169203,244,AREA000204,0,0,18,38,10,18,10,18,4248,803,4266,841,4258,821,4258,821
DST000236,land,#f60b19,23619,AREA000205,0,0,246,182,144,95,144,95,2819,805,3065,987,2963,900,2963,900
